Sample_ID,Siders.Pond,MC1.D0H20.D01,MC1.D10H11.D01,MC1.D15H11.D01,MC1.D16H11.D1,MC1.D17H15.D1,MC1.D18H18.D1,MC1.D19H20.D1,MC1.D21H11.D10,MC1.D21H19.D10,MC1.D22H19.D10,MC1.D22H9.D10,MC1.D23H13.D10,MC2.D0H20.D01,MC2.D6H19.D01,MC2.D9H11.D01,MC2.D10H12.D01,MC2.D15H11.D01,MC2.D16H11.D1,MC2.D17H15.D1,MC2.D18H18.D1,MC2.D19H20.D1,MC2.D21H11.D10,MC2.D21H19.D10,MC2.D22H9.D10,MC2.D23H13.D10,Max Rel Abun.,Kingdom,Phylum,Class,Order,Family,Genus
ASV_663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008272543,0.025507265,0.005751672,0.004757034,0.025507265,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Isosphaera
ASV_593,0,0,0.009598956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005264345,0.025507265,0.007908548,0.010108698,0.025507265,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA
ASV_411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021439988,0.021326263,0.025421342,0.02256148,0,0.022287727,0,0.025421342,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
ASV_770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025338167,0,0,0,0,0,0,0.025338167,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV_888,0,0,0,0.025179904,0,0.006510598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025179904,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella
ASV_777,0,0,0,0.025179904,0,0.006510598,0,0,0,0,0,0,0,0,0,0,0.01411499,0,0,0,0,0,0,0,0,0,0.025179904,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12
ASV_535,0,0,0,0,0,0.007440684,0.025148854,0.022818026,0.00360089,0.00767444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025148854,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_679,0,0,0.024957285,0.014577839,0,0,0.006117289,0,0,0,0,0,0,0,0.001343905,0.012039075,0.004704997,0.011821329,0,0,0,0,0,0,0,0,0.024957285,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_914,0.02457405,0.008587377,0,0,0,0,0,0,0,0,0,0,0,0.02489296,0,0,0,0,0,0,0,0,0,0,0,0,0.02489296,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_1000,0.018430537,0,0,0,0,0,0,0,0,0,0,0,0,0.02489296,0,0,0,0,0,0,0,0,0,0,0,0,0.02489296,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206119,0.008272543,0.02468445,0.005032713,0.020217396,0.02468445,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02468445,0.012941261,0.006540922,0.02468445,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_828,0.02457405,0.017174753,0,0,0,0,0,0,0,0,0,0,0,0.017425072,0,0.006879472,0,0.006755045,0,0,0,0,0,0,0,0,0.02457405,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_1146,0.02457405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02457405,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
ASV_1145,0.02457405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02457405,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_475,0,0,0.019197911,0,0,0,0,0,0,0,0,0,0,0,0.018814675,0.024078151,0.003528748,0.020265136,0.00230222,0,0,0,0.012784839,0.013987855,0.005032713,0.017838879,0.024078151,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
ASV_668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013536888,0.023861635,0.002156877,0.003567776,0.023861635,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA
ASV_747,0,0,0.005759373,0,0,0,0,0,0,0,0,0,0,0,0.016126865,0.020638415,0,0.023642658,0,0,0,0,0,0,0,0,0.023642658,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
ASV_451,0,0,0,0.003975774,0.023399476,0.021391966,0,0,0.009165903,0.017395397,0.003451787,0.006726067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023399476,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA
ASV_692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009222168,0.023360152,0,0,0,0,0.023360152,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella
ASV_412,0,0,0,0,0,0,0,0,0,0,0.018121883,0.023343409,0.012906964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023343409,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV_904,0,0,0,0,0,0.023252137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023252137,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023055419,0,0,0,0,0,0.023055419,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_637,0,0,0,0.003975774,0,0,0,0,0,0,0,0,0,0,0.020158581,0,0,0,0,0,0,0,0,0.02303882,0.012222302,0,0.02303882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
ASV_849,0,0,0.023037494,0.003975774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007405335,0.003594795,0,0.023037494,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA
ASV_1023,0,0,0.023037494,0.00662629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023037494,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01786795,0.022673088,0.009024592,0,0,0,0.022673088,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV_541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011762492,0,0,0,0,0.00206119,0.006768444,0.01810193,0.007189589,0.022595914,0.022595914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariicoccus
ASV_538,0,0,0.01727812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02256148,0.0164563,0.007908548,0.013081845,0.02256148,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA
ASV_801,0,0,0.011518747,0.022529388,0.005615874,0.004650427,0.000679699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022529388,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_1001,0.022526212,0,0,0,0,0,0,0,0,0,0,0,0,0.019914368,0,0,0,0,0,0,0,0,0,0,0,0,0.022526212,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
ASV_1180,0.022526212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022526212,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_916,0,0,0,0,0.022463497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022463497,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
ASV_553,0,0,0,0,0.022463497,0.017671624,0,0,0.007856488,0.009720957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022463497,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1007,0.010239187,0.017174753,0,0,0,0,0,0,0,0,0,0,0,0.022403664,0,0,0,0,0,0,0,0,0,0,0,0,0.022403664,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022403664,0,0,0,0,0,0,0,0,0.003008197,0,0,0,0.022403664,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
ASV_978,0.012287025,0.021468441,0,0,0,0,0,0,0,0,0,0,0,0.022403664,0,0,0,0,0,0,0,0,0,0,0,0,0.022403664,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_756,0,0,0,0.007951549,0.006551853,0,0.001359398,0,0,0,0,0,0,0,0.004031716,0.022358283,0,0.015198852,0,0,0,0,0,0,0,0,0.022358283,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Arcicella
ASV_907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010319207,0.022348734,0,0,0,0,0,0,0,0,0,0.022348734,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella
ASV_540,0,0,0,0,0,0,0,0,0.02226005,0.012279104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02226005,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
ASV_622,0,0,0.007679165,0.018553613,0.006551853,0,0,0,0,0,0,0,0,0,0,0.015478811,0.021172485,0.021953897,0,0,0,0,0,0,0,0,0.021953897,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
ASV_1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021953897,0.003837034,0,0,0,0,0,0,0,0.021953897,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV_515,0,0,0,0,0,0.012091111,0.02175036,0.012446196,0.001964122,0.011255845,0,0,0.003441857,0,0,0,0,0,0,0,0,0,0,0.004114075,0,0,0.02175036,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella
ASV_824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021502486,0.013758943,0,0.01351009,0,0,0,0,0,0,0,0,0.021502486,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio
ASV_1381,0,0.021468441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021468441,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA
ASV_1236,0,0.021468441,0,0,0,0,0,0,0,0,0,0,0,0.007467888,0,0,0,0,0,0,0,0,0,0,0,0,0.021468441,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_651,0,0,0.013438538,0.003975774,0,0,0,0,0,0,0,0.002373906,0,0,0,0,0,0,0,0.00194909,0,0,0,0.02139319,0,0.00891944,0.02139319,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
ASV_446,0,0,0.009598956,0.02120413,0.013103706,0.008370769,0.004757891,0.002074366,0,0.008186069,0,0.001978255,0,0,0.002687811,0.012039075,0.021172485,0.008443806,0.005371847,0.003248483,0,0,0.007520493,0.01481067,0,0,0.02120413,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV_1036,0,0,0,0.02120413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02120413,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Synechocystis_PCC-6803
ASV_866,0,0,0.021117702,0,0,0,0,0,0,0,0,0,0,0,0,0.012039075,0,0.015198852,0,0,0,0,0,0,0,0,0.021117702,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902
ASV_876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020719981,0,0,0,0,0,0,0,0.020719981,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
ASV_649,0,0,0.01727812,0.003975774,0,0.001860171,0,0,0,0,0,0,0,0,0.005375622,0.020638415,0.004704997,0.020265136,0.005371847,0,0,0,0,0.002468445,0,0.002378517,0.020638415,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA
ASV_852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005375622,0.020638415,0.004704997,0.015198852,0,0,0,0,0,0,0,0,0.020638415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016126865,0.020638415,0,0,0,0,0,0,0.014288937,0.00987378,0,0,0.020638415,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_1206,0.020478375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020478375,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Pseudarcobacter
ASV_1210,0.020478375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020478375,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_1209,0.020478375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020478375,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
ASV_1208,0.020478375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020478375,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA
ASV_979,0.020478375,0.017174753,0,0,0,0,0,0,0,0,0,0,0,0.014935776,0,0,0,0,0,0,0,0,0,0,0,0,0.020478375,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
ASV_1117,0.020478375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002256148,0,0,0,0.020478375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1207,0.020478375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020478375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter
ASV_1205,0.020478375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020478375,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA
ASV_757,0,0,0,0,0,0,0,0,0,0.020465173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020465173,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_889,0,0,0,0.005301032,0,0.02046188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02046188,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
ASV_672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020305332,0,0.006470631,0.011297957,0.020305332,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV_1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020265136,0,0,0,0,0,0,0,0,0.020265136,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
ASV_1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008233744,0.020265136,0,0,0,0,0,0,0,0,0.020265136,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Imperialibacter
ASV_1058,0,0,0.005759373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020265136,0,0,0,0,0,0,0,0,0.020265136,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera
ASV_557,0,0,0.013438538,0.00662629,0.008423811,0.012091111,0.007476686,0.003111549,0.001964122,0,0,0,0,0,0,0.017198679,0.005881246,0.020265136,0,0,0,0,0,0.00329126,0,0,0.020265136,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020158581,0.012039075,0,0.015198852,0,0,0,0,0,0,0,0,0.020158581,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ASV_942,0,0,0,0,0,0.004650427,0,0,0,0,0,0,0,0,0,0,0.019996236,0,0,0,0,0,0,0,0,0,0.019996236,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
ASV_564,0,0,0,0,0.002807937,0.007440684,0,0,0,0.010744216,0,0,0,0.019914368,0,0,0,0.018576374,0,0,0.004034698,0.017863645,0,0,0,0,0.019914368,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
ASV_1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019914368,0,0,0,0,0,0,0,0,0,0,0,0,0.019914368,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga
ASV_1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019914368,0,0,0,0,0,0,0,0,0,0,0,0,0.019914368,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_626,0,0,0,0,0,0,0.00543759,0,0,0,0,0.01978255,0,0,0,0,0,0,0.005371847,0,0,0,0,0,0,0,0.01978255,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
ASV_743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618357,0,0.01974756,0.006470631,0,0.01974756,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia
ASV_683,0,0,0,0.00662629,0.01965556,0.011161026,0,0,0,0,0,0.002769557,0.001720928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01965556,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloparacoccus
ASV_441,0,0,0,0,0.007487832,0.019531795,0.006796988,0,0.009165903,0,0.005752979,0.015430389,0.006883714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019531795,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas
ASV_711,0,0,0,0,0,0,0.019031565,0,0.005892366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019031565,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV_459,0,0,0,0,0.000935979,0,0,0.003111549,0,0.012790733,0.00546533,0,0.018930213,0,0,0,0,0,0.005371847,0.006496966,0,0,0,0,0,0.003567776,0.018930213,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Elstera
ASV_728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008272543,0.018924745,0,0.005946293,0.018924745,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV_688,0,0,0.011518747,0,0,0,0,0,0,0,0,0,0,0,0.009407338,0.013758943,0.001176249,0.008443806,0,0,0,0,0,0.018924745,0,0,0.018924745,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018918547,0,0,0,0,0,0,0,0,0,0,0.018918547,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005375622,0.018918547,0,0,0,0,0,0,0,0,0,0,0.018918547,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_857,0,0,0.001919791,0.002650516,0,0,0,0,0,0,0,0,0,0,0.004031716,0.018918547,0,0,0.003069627,0.001299393,0,0,0,0.00164563,0.000718959,0.001189259,0.018918547,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus
ASV_645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006139254,0.018841201,0.005187469,0.003435316,0.008272543,0,0,0,0.018841201,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis
ASV_639,0,0,0,0,0,0,0,0,0,0,0.000575298,0.005934765,0.000286821,0,0,0,0.018819987,0,0.016882947,0.004547876,0,0,0,0,0,0,0.018819987,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV_984,0,0,0,0,0.018719581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018719581,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
ASV_749,0,0,0,0.011927323,0,0,0,0.018669294,0,0,0.004027085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018669294,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus
ASV_705,0,0,0,0,0,0,0,0,0,0,0,0.018595597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018595597,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA
ASV_773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005751672,0.018433509,0.018433509,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_1233,0.018430537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018430537,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,NA
ASV_1232,0.018430537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018430537,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_1124,0.018430537,0.012881065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018430537,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella
ASV_1234,0.018430537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018430537,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea
ASV_1178,0.018430537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002687811,0,0,0,0,0,0,0,0,0,0,0,0.018430537,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava
ASV_997,0,0,0,0,0,0.017671624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017671624,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola
ASV_785,0,0,0.003839582,0,0,0,0,0,0,0,0,0,0,0,0.002687811,0.001719868,0.010586243,0,0.017650354,0,0,0,0,0,0,0,0.017650354,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
ASV_725,0,0,0.007679165,0,0,0,0,0,0,0,0,0,0,0,0.01747077,0.005159604,0,0.01351009,0,0,0.001729156,0.003435316,0.004512296,0,0.001437918,0,0.01747077,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV_820,0,0,0.005759373,0,0,0,0,0,0,0,0,0,0,0,0.01747077,0,0,0,0.008441474,0,0,0.003435316,0,0,0,0,0.01747077,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01747077,0,0,0,0,0,0,0,0,0,0,0,0.01747077,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_419,0,0,0,0,0,0,0,0,0.017349745,0.013813992,0.004314734,0.008704322,0.012620142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017349745,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV_755,0,0,0.013438538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006016395,0.017279115,0,0.002378517,0.017279115,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
ASV_970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017279115,0,0,0.017279115,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
ASV_640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009776641,0.017279115,0.007908548,0.010703328,0.017279115,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_687,0,0,0.01727812,0.00662629,0.006551853,0.004650427,0,0,0,0,0,0,0,0,0,0.013758943,0.007057495,0,0.006139254,0.001299393,0,0,0,0,0,0,0.01727812,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax
